county,municipality,muni_code,ld,cd,census_code,prez_dem,prez_rep,johnson,stein,castle,de_la_fuente,kennedy,la_riva,moorhead,write_in,total_votes,winner,first_place,second_place,margin_victory,prez_dem_per,prez_rep_per,johnson_per,stein_per,others_total,others_per
Monmouth,Long Branch,1327,11,6,3401310,5491,3594,112,123,7,8,2,2,8,0,9347,prez_dem,5491,3594,20.29528191,58.74612175,38.45083984,1.198245426,1.315930245,262,2.803038408
Monmouth,Manalapan,1328,12,4,3402990,8503,11821,363,133,15,3,1,2,18,0,20859,prez_rep,11821,8503,15.90680282,40.76417853,56.67098135,1.740256005,0.637614459,535,2.564840117
Monmouth,Manasquan,1329,30,4,3403050,1321,1976,82,34,2,3,1,0,1,0,3420,prez_rep,1976,1321,19.15204678,38.62573099,57.77777778,2.397660819,0.994152047,123,3.596491228
Monmouth,Marlboro,1330,13,6,3404070,9875,10133,303,159,18,7,5,2,8,0,20510,prez_rep,10133,9875,1.257922964,48.14724525,49.40516821,1.477328133,0.775231594,502,2.447586543
Monmouth,Matawan,1331,12,6,3404520,1898,2157,110,47,12,1,1,4,5,0,4235,prez_rep,2157,1898,6.115702479,44.81700118,50.93270366,2.597402597,1.109799292,180,4.250295159
Monmouth,Middletown,1332,13,"4, 6",3405990,12883,21097,778,353,35,14,12,4,42,0,35218,prez_rep,21097,12883,23.32330058,36.58072577,59.90402635,2.209097621,1.002328355,1238,3.515247885
Monmouth,Millstone Twp,1333,12,4,3406560,1834,3706,131,48,8,3,1,2,4,0,5737,prez_rep,3706,1834,32.63029458,31.96792749,64.59822207,2.283423392,0.83667422,197,3.433850444
Monmouth,Monmouth Beach,1334,13,6,3407130,746,1152,27,8,0,0,0,0,2,0,1935,prez_rep,1152,746,20.98191214,38.55297158,59.53488372,1.395348837,0.413436693,37,1.912144703
Monmouth,Neptune City,1336,11,4,3409920,1137,1191,53,26,3,0,0,1,3,0,2414,prez_rep,1191,1137,2.236951118,47.10024855,49.33719967,2.195526098,1.077050539,86,3.562551781
Monmouth,Neptune Twp,1335,11,4,3409890,8956,4076,187,145,23,4,6,4,20,0,13421,prez_dem,8956,4076,36.36092691,66.73124208,30.37031518,1.393338797,1.080396394,389,2.898442739
Monmouth,Ocean Twp,1337,11,4,3404270,6786,6704,263,126,8,7,4,6,14,0,13918,prez_dem,6786,6704,0.58916511,48.75700532,48.16784021,1.889639316,0.905302486,428,3.075154476
Monmouth,Oceanport,1338,13,6,3404570,1234,1982,61,36,1,1,1,0,3,0,3319,prez_rep,1982,1234,22.53690871,37.17987346,59.71678216,1.837902983,1.084664055,103,3.103344381
Monmouth,Red Bank,1339,11,4,3402430,2881,1622,106,70,2,0,0,1,7,0,4689,prez_dem,2881,1622,26.85007464,61.441672,34.59159736,2.260609938,1.49285562,186,3.966730646
Monmouth,Roosevelt,1340,12,4,3404410,315,146,13,12,0,1,0,0,0,0,487,prez_dem,315,146,34.70225873,64.68172485,29.97946612,2.669404517,2.464065708,26,5.338809035
Monmouth,Rumson,1341,13,4,3405130,1580,2112,119,33,1,2,1,1,0,0,3849,prez_rep,2112,1580,13.82177189,41.04962328,54.87139517,3.091712133,0.85736555,157,4.078981554
Monmouth,Sea Bright,1342,13,6,3406240,320,459,26,10,2,0,0,0,0,0,817,prez_rep,459,320,17.01346389,39.16768666,56.18115055,3.182374541,1.223990208,38,4.651162791
Monmouth,Sea Girt,1343,30,4,3406330,339,796,28,8,2,0,0,0,0,0,1173,prez_rep,796,339,38.9599318,28.90025575,67.86018755,2.387041773,0.682011935,38,3.239556692
Monmouth,Shrewsbury,1344,11,4,3407350,1033,1223,57,23,0,0,1,1,4,0,2342,prez_rep,1223,1033,8.112724167,44.10760034,52.22032451,2.43381725,0.98206661,86,3.672075149
Monmouth,Shrewsbury Twp,1345,11,4,3407365,277,169,12,9,0,0,2,1,2,0,472,prez_dem,277,169,22.88135593,58.68644068,35.80508475,2.542372881,1.906779661,26,5.508474576
Monmouth,Spring Lake,1347,30,4,3400110,641,1132,34,16,0,0,0,0,2,0,1825,prez_rep,1132,641,26.90410959,35.12328767,62.02739726,1.863013699,0.876712329,52,2.849315068
Monmouth,Spring Lake Heights,1348,30,4,3400140,1145,1626,52,33,4,1,0,0,1,0,2862,prez_rep,1626,1145,16.80642907,40.00698812,56.81341719,1.816911251,1.153039832,91,3.179594689
Monmouth,Tinton Falls,1349,11,4,3403020,5004,4814,218,95,12,2,1,1,19,0,10166,prez_dem,5004,4814,1.868975015,49.22289986,47.35392485,2.144402912,0.934487507,348,3.42317529
Monmouth,Union Beach,1350,13,6,3404540,878,1545,64,38,1,0,2,0,7,0,2535,prez_rep,1545,878,26.31163708,34.63510848,60.94674556,2.524654832,1.499013807,112,4.418145957
Monmouth,Upper Freehold,1351,12,4,3404900,1403,2342,93,33,2,2,1,1,3,0,3880,prez_rep,2342,1403,24.20103093,36.15979381,60.36082474,2.396907216,0.850515464,135,3.479381443
Monmouth,Wall,1352,30,4,3406460,5060,9326,338,138,16,1,6,1,11,0,14897,prez_rep,9326,5060,28.63663825,33.96657045,62.6032087,2.268913204,0.926361012,511,3.43022085
Monmouth,West Long Branch,1353,11,6,3409310,1358,2204,70,48,0,0,1,0,1,0,3682,prez_rep,2204,1358,22.97664313,36.88212928,59.85877241,1.901140684,1.303639326,120,3.259098316
Morris,Boonton,1401,25,11,3406610,2024,1808,97,72,5,0,2,2,0,60,4070,prez_dem,2024,1808,5.307125307,49.72972973,44.42260442,2.383292383,1.769041769,178,4.373464373
Morris,Boonton Twp,1402,25,11,3406640,987,1413,55,24,8,1,1,0,0,29,2518,prez_rep,1413,987,16.91818904,39.19777601,56.11596505,2.184273233,0.953137411,89,3.534551231
Morris,Butler,1403,26,11,3409040,1325,2088,77,46,6,0,3,0,2,40,3587,prez_rep,2088,1325,21.27125732,36.93894619,58.21020351,2.146640647,1.282408698,134,3.735712294
Morris,Chatham,1404,21,11,3402100,2678,1796,146,42,4,3,2,2,0,134,4807,prez_dem,2678,1796,18.34824215,55.7104223,37.36218015,3.037237362,0.873725817,199,4.139796131
Morris,Chatham Twp,1405,27,11,3402130,3035,2678,173,26,3,1,0,2,0,119,6037,prez_dem,3035,2678,5.913533212,50.27331456,44.35978135,2.865661753,0.430677489,205,3.395726354
Morris,Chester,1406,25,7,3402580,334,469,16,5,0,0,0,0,0,16,840,prez_rep,469,334,16.07142857,39.76190476,55.83333333,1.904761905,0.595238095,21,2.5
Morris,Chester Twp,1407,25,7,3402610,1724,2424,135,30,6,1,0,0,0,71,4391,prez_rep,2424,1724,15.94169893,39.26212708,55.20382601,3.074470508,0.683215668,172,3.917103166
Morris,Denville,1408,25,11,3407650,4211,4961,238,110,14,3,2,2,2,95,9638,prez_rep,4961,4211,7.781697448,43.69163727,51.47333472,2.46939199,1.141315626,371,3.849346337
Morris,Dover,1409,25,7,3408070,3506,1293,62,67,11,6,5,2,2,37,4991,prez_dem,3506,1293,44.33981166,70.2464436,25.90663194,1.242236025,1.342416349,155,3.105590062
Morris,East Hanover,1410,27,11,3409210,1874,4485,80,46,6,5,3,2,2,32,6535,prez_rep,4485,1874,39.95409334,28.67635807,68.63045142,1.224177506,0.703902066,144,2.20351951
Morris,Florham Park,1411,27,11,3403910,2530,3159,102,53,7,2,1,1,4,64,5923,prez_rep,3159,2530,10.61961844,42.71484045,53.33445889,1.722100287,0.894816816,170,2.870167145
Morris,Hanover,1412,27,11,3409550,3063,4609,150,65,12,1,0,0,1,70,7971,prez_rep,4609,3063,19.39530799,38.42679714,57.82210513,1.881821603,0.815456028,229,2.872914314
Morris,Harding,1413,27,11,3409700,964,1298,82,16,2,1,0,0,0,61,2424,prez_rep,1298,964,13.77887789,39.7689769,53.54785479,3.382838284,0.660066007,101,4.166666667
Morris,Jefferson,1414,26,11,3404980,3683,6327,219,129,16,6,5,1,6,110,10502,prez_rep,6327,3683,25.17615692,35.06951057,60.24566749,2.085317082,1.22833746,382,3.6374024
Morris,Kinnelon,1415,26,11,3407110,2108,3516,151,58,8,1,0,0,1,64,5907,prez_rep,3516,2108,23.83612663,35.68647368,59.5226003,2.556289148,0.981885898,219,3.707465719
Morris,Lincoln Park,1416,26,11,3400290,2126,2766,100,65,9,3,1,0,0,47,5117,prez_rep,2766,2126,12.50732851,41.5477819,54.05511042,1.95427008,1.270275552,178,3.478600743
Morris,Long Hill,1430,21,7,3401362,2151,2469,133,50,9,0,2,0,2,68,4884,prez_rep,2469,2151,6.511056511,44.04176904,50.55282555,2.723177723,1.023751024,196,4.013104013
Morris,Madison,1417,27,11,3402510,4387,2960,251,84,13,3,2,0,3,143,7846,prez_dem,4387,2960,18.18761152,55.91384145,37.72622993,3.199082335,1.070609228,356,4.537343869
Morris,Mendham,1418,25,11,3405330,1274,1440,130,29,0,1,0,1,0,47,2922,prez_rep,1440,1274,5.681040383,43.60027379,49.28131417,4.449007529,0.99247091,161,5.509924709
Morris,Mendham Twp,1419,25,11,3405360,1598,1757,99,24,6,1,0,0,0,78,3563,prez_rep,1757,1598,4.462531575,44.84984564,49.31237721,2.778557395,0.673589672,130,3.648610721
Morris,Mine Hill,1420,25,7,3406860,822,914,50,17,5,1,0,0,2,27,1838,prez_rep,914,822,5.005440696,44.72252448,49.72796518,2.720348205,0.92491839,75,4.080522307
Morris,Montville,1421,26,11,3407670,4906,6409,203,89,7,8,1,1,2,118,11744,prez_rep,6409,4906,12.79802452,41.77452316,54.57254768,1.728542234,0.757833788,311,2.648160763
Morris,Morris Plains,1423,26,11,3408210,1617,1452,90,40,5,3,1,0,1,51,3260,prez_dem,1617,1452,5.061349693,49.60122699,44.5398773,2.760736196,1.226993865,140,4.294478528
Morris,Morris Twp,1422,25,11,3408090,6941,5122,328,118,11,5,6,3,1,221,12756,prez_dem,6941,5122,14.2599561,54.41360928,40.15365318,2.571338978,0.925054876,472,3.700219505
Morris,Morristown,1424,25,11,3408300,4940,2023,183,82,3,4,5,0,1,96,7337,prez_dem,4940,2023,39.75739403,67.32997138,27.57257735,2.494207442,1.117623007,278,3.789014584
Morris,Mount Arlington,1426,25,7,3408690,1120,1726,60,35,4,1,0,0,1,28,2975,prez_rep,1726,1120,20.3697479,37.64705882,58.01680672,2.016806723,1.176470588,101,3.394957983
Morris,Mount Olive,1427,24,7,3409080,5555,6479,311,156,17,5,4,2,5,131,12665,prez_rep,6479,5555,7.295696802,43.86103435,51.15673115,2.455586261,1.231741019,500,3.94788788
Morris,Mountain Lakes,1425,25,11,3408480,1297,1014,78,31,4,1,1,0,0,39,2465,prez_dem,1297,1014,11.48073022,52.61663286,41.13590264,3.164300203,1.257606491,115,4.665314402
Morris,Netcong,1428,25,7,3400130,506,844,32,19,3,0,1,0,0,5,1410,prez_rep,844,506,23.97163121,35.88652482,59.85815603,2.269503546,1.34751773,55,3.90070922
Morris,Parsippany-Troy Hills,1429,26,11,3406460,12191,10319,470,259,27,12,8,6,4,227,23523,prez_dem,12191,10319,7.958168601,51.82587255,43.86770395,1.998044467,1.101050036,786,3.341410534
Morris,Pequannock,1431,40,11,3408110,3520,5066,198,59,14,3,4,1,1,87,8953,prez_rep,5066,3520,17.26795488,39.31643025,56.58438512,2.211549201,0.658996984,280,3.127443315
Morris,Randolph,1432,25,11,3401890,6740,5933,313,112,14,6,3,0,4,180,13305,prez_dem,6740,5933,6.065388952,50.6576475,44.59225855,2.352499061,0.841788801,452,3.397219091
Morris,Riverdale,1433,40,11,3403300,819,1300,45,22,7,0,1,0,0,24,2218,prez_rep,1300,819,21.68620379,36.9251578,58.61136159,2.028854824,0.991884581,75,3.381424707
Morris,Rockaway,1434,25,11,3404050,1302,1641,80,25,7,4,2,0,0,37,3098,prez_rep,1641,1302,10.94254358,42.02711427,52.96965784,2.582311168,0.80697224,118,3.808908974
Morris,Rockaway Twp,1435,26,11,3404080,5849,6753,326,129,17,11,3,3,2,143,13236,prez_rep,6753,5849,6.829857963,44.19008764,51.0199456,2.462979752,0.974614687,491,3.709579934
Morris,Roxbury,1436,25,7,3404980,4600,7259,282,130,15,8,4,0,8,127,12433,prez_rep,7259,4600,21.38663235,36.99831095,58.3849433,2.268157323,1.04560444,447,3.595270651
Morris,Victory Gardens,1437,25,11,3405890,295,70,5,3,0,0,0,1,0,3,377,prez_dem,295,70,59.68169761,78.24933687,18.56763926,1.326259947,0.795755968,9,2.387267905
Morris,Washington Twp,1438,25,7,3407240,3860,6048,285,107,18,6,1,0,1,145,10471,prez_rep,6048,3860,20.89580747,36.86371884,57.75952631,2.721803075,1.021869926,418,3.991977844
Morris,Wharton,1439,25,7,3400390,1436,1230,62,32,7,2,1,0,1,29,2800,prez_dem,1436,1230,7.357142857,51.28571429,43.92857143,2.214285714,1.142857143,105,3.75
Ocean,Barnegat Light,1502,9,2,3403130,209,244,8,6,1,0,0,0,0,0,468,prez_rep,244,209,7.478632479,44.65811966,52.13675214,1.709401709,1.282051282,15,3.205128205
Ocean,Barnegat Twp,1501,9,3,3403050,3868,7155,206,94,58,1,3,1,1,0,11387,prez_rep,7155,3868,28.86625099,33.96856064,62.83481163,1.80908053,0.825502766,364,3.196627733
Ocean,Bay Head,1503,10,4,3403520,241,339,22,6,0,0,0,0,0,0,608,prez_rep,339,241,16.11842105,39.63815789,55.75657895,3.618421053,0.986842105,28,4.605263158
Ocean,Beach Haven,1504,9,2,3403940,267,383,9,6,5,0,0,0,0,0,670,prez_rep,383,267,17.31343284,39.85074627,57.1641791,1.343283582,0.895522388,20,2.985074627
Ocean,Beachwood,1505,9,3,3404180,1525,3088,139,63,23,2,3,0,1,0,4844,prez_rep,3088,1525,32.26672172,31.48224608,63.7489678,2.869529315,1.300578035,231,4.768786127
Ocean,Berkeley Twp,1506,9,3,3405305,7108,15201,317,147,80,2,11,4,2,0,22872,prez_rep,15201,7108,35.38387548,31.07729976,66.46117524,1.385974117,0.64270724,563,2.461525009
Ocean,Brick,1507,10,3,3407420,11610,24136,762,337,125,6,15,13,2,0,37006,prez_rep,24136,11610,33.8485651,31.37329082,65.22185592,2.059125547,0.910663136,1260,3.404853267
Ocean,Eagleswood,1509,9,2,3408670,220,585,19,8,5,0,0,0,0,0,837,prez_rep,585,220,43.60812425,26.28434886,69.89247312,2.270011947,0.955794504,32,3.823178017
Ocean,Harvey Cedars,1510,9,2,3400390,141,129,12,1,4,0,0,0,0,0,287,prez_dem,141,129,4.181184669,49.12891986,44.94773519,4.181184669,0.348432056,17,5.923344948
Ocean,Island Heights,1511,10,3,3404530,423,528,22,10,2,0,1,0,0,0,986,prez_rep,528,423,10.64908722,42.90060852,53.54969574,2.231237323,1.014198783,35,3.54969574
Ocean,Jackson,1512,12,4,3404680,9189,16759,531,215,85,3,7,4,1,0,26794,prez_rep,16759,9189,28.25259386,34.29499142,62.54758528,1.981786967,0.802418452,846,3.157423304
Ocean,Lacey,1513,9,3,3407380,3746,9762,273,112,27,1,2,2,1,0,13926,prez_rep,9762,3746,43.19977021,26.899325,70.09909522,1.960361913,0.804251041,418,3.001579779
Ocean,Lakehurst,1514,10,4,3407770,332,561,23,15,4,0,1,3,0,0,939,prez_rep,561,332,24.38764643,35.35676251,59.74440895,2.449414271,1.597444089,46,4.898828541
Ocean,Lakewood,1515,30,4,3408550,5841,17914,177,75,65,4,9,3,0,0,24088,prez_rep,17914,5841,50.1203919,24.24858851,74.36898041,0.734805712,0.311358353,333,1.382431086
Ocean,Lavallette,1516,10,3,3409390,364,818,17,10,7,0,0,0,0,0,1216,prez_rep,818,364,37.33552632,29.93421053,67.26973684,1.398026316,0.822368421,34,2.796052632
Ocean,Little Egg Harbor,1517,9,2,3400560,3150,6645,221,90,37,2,5,1,1,0,10152,prez_rep,6645,3150,34.42671395,31.02836879,65.45508274,2.176910954,0.886524823,357,3.516548463
Ocean,Long Beach,1518,9,2,3401250,801,1286,48,8,3,1,0,0,0,0,2147,prez_rep,1286,801,22.58965999,37.30787145,59.89753144,2.23567769,0.372612948,60,2.794597112
Ocean,Manchester,1519,10,4,3403140,8639,15278,283,153,96,6,10,7,1,0,24473,prez_rep,15278,8639,27.12785519,35.30012667,62.42798186,1.156376415,0.625178768,556,2.271891472
Ocean,Mantoloking,1520,10,3,3403380,66,142,8,1,0,0,0,0,0,0,217,prez_rep,142,66,35.02304147,30.41474654,65.43778802,3.686635945,0.460829493,9,4.147465438
Ocean,Ocean Gate,1522,9,3,3404450,338,554,24,16,5,0,1,0,0,0,938,prez_rep,554,338,23.02771855,36.03411514,59.06183369,2.558635394,1.70575693,46,4.904051173
Ocean,Ocean Twp,1521,9,3,3404300,1474,3526,85,47,17,0,5,0,0,0,5154,prez_rep,3526,1474,39.8137369,28.59914629,68.4128832,1.649204501,0.911913077,154,2.987970508
Ocean,Pine Beach,1523,9,3,3408590,468,730,28,6,9,0,0,0,0,0,1241,prez_rep,730,468,21.11200645,37.71152297,58.82352941,2.256244964,0.483481064,43,3.464947623
Ocean,Plumsted,1524,12,4,3409790,1072,2683,127,40,14,0,0,2,1,0,3939,prez_rep,2683,1072,40.89870526,27.2150292,68.11373445,3.224168571,1.015486164,184,4.671236354
Ocean,Point Pleasant,1525,30,"3, 4",3409880,3483,6309,230,80,16,1,4,1,1,0,10125,prez_rep,6309,3483,27.91111111,34.4,62.31111111,2.271604938,0.790123457,333,3.288888889
Ocean,Point Pleasant Beach,1526,10,4,3409910,856,1582,56,23,8,0,0,0,0,0,2525,prez_rep,1582,856,28.75247525,33.9009901,62.65346535,2.217821782,0.910891089,87,3.445544554
Ocean,Seaside Heights,1527,10,3,3406450,179,459,13,11,3,0,1,0,0,0,666,prez_rep,459,179,42.04204204,26.87687688,68.91891892,1.951951952,1.651651652,28,4.204204204
Ocean,Seaside Park,1528,9,3,3406480,275,604,11,9,3,0,0,0,0,0,902,prez_rep,604,275,36.47450111,30.48780488,66.96230599,1.219512195,0.997782705,23,2.549889135
Ocean,Ship Bottom,1529,9,2,3407110,291,419,10,3,1,0,0,0,0,0,724,prez_rep,419,291,17.67955801,40.19337017,57.87292818,1.38121547,0.414364641,14,1.933701657
Ocean,South Toms River,1530,9,3,3409510,611,623,22,15,2,0,1,0,0,0,1274,prez_rep,623,611,0.941915228,47.95918367,48.9010989,1.726844584,1.177394035,40,3.139717425
Ocean,Stafford,1531,9,"2, 3",3400320,4316,9116,243,111,50,4,3,1,1,0,13845,prez_rep,9116,4316,34.6695558,31.17370892,65.84326472,1.755146262,0.801733478,413,2.983026363
Ocean,Surf City,1532,9,2,3401640,315,440,16,8,1,0,0,0,0,0,780,prez_rep,440,315,16.02564103,40.38461538,56.41025641,2.051282051,1.025641026,25,3.205128205
Ocean,Toms River,1508,10,3,3403125,14287,28545,807,326,150,6,9,13,4,0,44147,prez_rep,28545,14287,32.2966453,32.36233493,64.65898023,1.827983781,0.738442023,1315,2.978684848
Ocean,Tuckerton,1533,9,2,3404210,466,970,34,32,13,0,0,2,0,0,1517,prez_rep,970,466,33.22346737,30.7185234,63.94199077,2.241265656,2.1094265,81,5.339485827
Passaic,Bloomingdale,1601,39,11,3406340,1533,2089,113,44,1,1,6,1,0,42,3830,prez_rep,2089,1533,14.51697128,40.02610966,54.54308094,2.950391645,1.148825065,166,4.334203655
Passaic,Clifton,1602,34,9,3403690,19986,12468,423,405,45,19,35,15,9,292,33697,prez_dem,19986,12468,22.31059145,59.31091789,37.00032644,1.255304627,1.201887408,951,2.822209692
Passaic,Haledon,1603,35,9,3409070,2232,767,31,50,7,1,2,1,2,21,3114,prez_dem,2232,767,47.04560051,71.67630058,24.63070006,0.995504175,1.605651895,94,3.018625562
Passaic,Hawthorne,1604,38,9,3400570,4111,4400,162,98,4,3,14,7,5,86,8890,prez_rep,4400,4111,3.250843645,46.24296963,49.49381327,1.822272216,1.102362205,293,3.29583802
Passaic,Little Falls,1605,40,11,3400620,3079,3039,107,81,3,1,3,1,2,52,6368,prez_dem,3079,3039,0.628140704,48.35113065,47.72298995,1.680276382,1.271984925,198,3.109296482
Passaic,North Haledon,1606,35,11,3403040,1592,3058,66,41,2,1,11,2,0,38,4811,prez_rep,3058,1592,30.47183538,33.09083351,63.56266888,1.371856163,0.852213677,123,2.556641031
Passaic,Passaic,1607,36,9,3406550,11738,3610,124,153,30,8,15,8,2,163,15851,prez_dem,11738,3610,51.27752192,74.05211028,22.77458835,0.782285029,0.965238786,340,2.14497508
Passaic,Paterson,1608,35,9,3407000,38633,3841,170,311,63,6,30,15,16,94,43179,prez_dem,38633,3841,80.57620603,89.47173394,8.895527919,0.393709905,0.720257533,611,1.415039718
Passaic,Pompton Lakes,1609,40,11,3400090,2276,2797,98,52,12,1,4,3,0,40,5283,prez_rep,2797,2276,9.861820935,43.08158243,52.94340337,1.855006625,0.98428923,170,3.217868635
Passaic,Prospect Park,1610,35,9,3401170,1722,399,22,32,8,4,7,1,2,18,2215,prez_dem,1722,399,59.72911964,77.74266366,18.01354402,0.993227991,1.44469526,76,3.431151242
Passaic,Ringwood,1611,39,5,3403150,2767,3536,156,89,6,1,6,2,2,85,6650,prez_rep,3536,2767,11.56390977,41.60902256,53.17293233,2.345864662,1.338345865,262,3.939849624
Passaic,Totowa,1612,40,11,3403140,1966,3323,75,43,8,2,4,3,1,27,5452,prez_rep,3323,1966,24.88994864,36.06016141,60.95011005,1.375641966,0.788701394,136,2.494497432
Passaic,Wanaque,1613,39,11,3406730,2315,2992,101,53,3,4,10,1,3,56,5538,prez_rep,2992,2315,12.22462983,41.80209462,54.02672445,1.823763091,0.957024197,175,3.159985554
Passaic,Wayne,1614,40,11,3407840,11311,14180,447,246,19,2,34,10,5,230,26484,prez_rep,14180,11311,10.83295575,42.70880532,53.54176106,1.687811509,0.92886271,763,2.880984746
Passaic,West Milford,1615,26,5,3409460,4325,8098,319,147,12,4,21,8,1,122,13057,prez_rep,8098,4325,28.89637742,33.12399479,62.02037221,2.443133951,1.125832887,512,3.921268285
Passaic,Woodland Park,1616,40,11,3402423,3022,2891,64,51,8,3,5,1,1,33,6079,prez_dem,3022,2891,2.154959697,49.7121237,47.55716401,1.052804738,0.838953775,133,2.187859845
Salem,Alloway,1701,3,2,3400880,521,1095,63,20,5,0,2,0,1,18,1737,prez_rep,1095,521,33.04548071,29.99424295,63.03972366,3.626943005,1.151410478,91,5.238917674
Salem,Carneys Point,1702,3,2,3400610,1671,1561,74,22,9,1,2,1,1,37,3396,prez_dem,1671,1561,3.239104829,49.204947,45.96584217,2.179034158,0.647820966,110,3.239104829
Salem,Elmer,1703,3,2,3401240,178,391,30,7,0,0,0,0,0,18,627,prez_rep,391,178,33.97129187,28.3891547,62.36044657,4.784688995,1.116427432,37,5.901116427
Salem,Elsinboro,1704,3,2,3401330,198,400,20,12,0,0,0,1,0,13,650,prez_rep,400,198,31.07692308,30.46153846,61.53846154,3.076923077,1.846153846,33,5.076923077
Salem,Lower Alloways Creek,1705,3,2,3401640,209,740,31,8,1,0,0,0,1,6,1007,prez_rep,740,209,52.73088381,20.75471698,73.48560079,3.078450844,0.794438928,41,4.071499503
Salem,Mannington,1706,3,2,3403200,234,412,33,4,2,0,1,0,1,7,702,prez_rep,412,234,25.35612536,33.33333333,58.68945869,4.700854701,0.56980057,41,5.84045584
Salem,Oldmans,1707,3,2,3404810,368,587,26,5,3,0,1,0,0,12,1005,prez_rep,587,368,21.79104478,36.61691542,58.4079602,2.587064677,0.497512438,35,3.482587065
Salem,Penns Grove,1708,3,2,3407750,978,300,26,5,4,0,0,1,2,21,1342,prez_dem,978,300,50.52160954,72.87630402,22.35469449,1.937406855,0.372578241,38,2.831594635
Salem,Pennsville,1709,3,2,3407870,1918,3909,182,41,15,1,2,0,0,65,6161,prez_rep,3909,1918,32.31618244,31.13130985,63.44749229,2.954065898,0.665476384,241,3.911702646
Salem,Pilesgrove,1710,3,2,3408530,847,1285,77,22,4,2,1,0,3,40,2298,prez_rep,1285,847,19.06005222,36.85813751,55.91818973,3.350739774,0.957354221,109,4.743255004
Salem,Pittsgrove,1711,3,2,3409130,1650,2497,103,37,12,1,0,0,2,54,4389,prez_rep,2497,1650,19.29824561,37.59398496,56.89223058,2.346776031,0.843016633,155,3.531556163
Salem,Quinton,1712,3,2,3401470,413,742,38,7,3,0,0,0,2,8,1224,prez_rep,742,413,26.87908497,33.74183007,60.62091503,3.104575163,0.571895425,50,4.08496732
Salem,Salem,1713,3,2,3405490,1269,326,24,13,3,0,1,0,2,12,1658,prez_dem,1269,326,56.87575392,76.53799759,19.66224367,1.447527141,0.784077201,43,2.593486128
Salem,Upper Pittsgrove,1714,3,2,3405110,454,1226,52,10,9,1,0,2,0,17,1786,prez_rep,1226,454,43.22508399,25.41993281,68.6450168,2.911534155,0.559910414,74,4.143337066
Salem,Woodstown,1715,3,2,3402720,858,785,76,23,0,0,0,0,1,25,1780,prez_dem,858,785,4.101123596,48.20224719,44.1011236,4.269662921,1.292134831,100,5.617977528
Somerset,Bedminster,1801,23,7,3404450,2181,2223,123,43,4,2,4,1,0,4,4581,prez_rep,2223,2181,0.916830386,47.60969221,48.52652259,2.685003274,0.938659681,177,3.8637852
Somerset,Bernards Twp,1802,21,7,3405560,6734,6696,362,95,23,4,13,2,3,,13932,prez_dem,6734,6696,0.272753374,48.33476888,48.0620155,2.598334769,0.681883434,502,3.603215619
Somerset,Bernardsville,1803,25,7,3405590,1803,2031,138,27,3,3,1,0,1,0,4007,prez_rep,2031,1803,5.690042426,44.99625655,50.68629898,3.443973047,0.673820814,173,4.317444472
Somerset,Bound Brook,1804,23,12,3406790,1716,1240,71,38,7,7,5,2,1,0,3087,prez_dem,1716,1240,15.41950113,55.58794947,40.16844833,2.299967606,1.230968578,131,4.243602203
Somerset,Branchburg,1805,16,7,3407180,3217,4394,219,67,4,3,12,3,2,0,7921,prez_rep,4394,3217,14.85923495,40.61355889,55.47279384,2.764802424,0.845852796,310,3.913647267
Somerset,Bridgewater,1806,23,7,3407720,10762,10705,601,224,26,9,34,5,4,0,22370,prez_dem,10762,10705,0.254805543,48.10907465,47.85426911,2.686633885,1.001341082,903,4.036656236
Somerset,Far Hills,1807,21,7,3402890,215,307,7,6,0,0,0,1,0,0,536,prez_rep,307,215,17.1641791,40.1119403,57.2761194,1.305970149,1.119402985,14,2.611940299
Somerset,Franklin Twp,1808,17,12,3404900,21037,7711,432,331,37,12,26,9,9,0,29604,prez_dem,21037,7711,45.01418727,71.06134306,26.04715579,1.459262262,1.11809215,856,2.891501148
Somerset,Green Brook,1809,22,7,3407510,1617,1688,99,22,7,2,8,1,2,0,3446,prez_rep,1688,1617,2.060359837,46.92396982,48.98432966,2.872896111,0.638421358,141,4.091700522
Somerset,Hillsborough,1810,16,7,3401890,10139,9282,577,191,25,17,23,2,6,0,20262,prez_dem,10139,9282,4.22959234,50.03948278,45.80989044,2.847695193,0.942651268,841,4.150626789
Somerset,Manville,1811,16,12,3403620,1416,2073,88,43,6,2,9,0,4,0,3641,prez_rep,2073,1416,18.04449327,38.89041472,56.93490799,2.416918429,1.180994232,152,4.174677286
Somerset,Millstone,1812,16,7,3406590,103,133,4,2,0,0,1,0,0,0,243,prez_rep,133,103,12.34567901,42.38683128,54.73251029,1.646090535,0.823045268,7,2.880658436
Somerset,Montgomery,1813,16,7,3407580,6377,3554,296,80,9,4,9,0,2,0,10331,prez_dem,6377,3554,27.32552512,61.72684154,34.40131643,2.865163101,0.774368406,400,3.871842029
Somerset,North Plainfield,1814,22,7,3403280,4982,1788,101,90,7,3,14,3,3,0,6991,prez_dem,4982,1788,45.68731226,71.2630525,25.57574024,1.444714633,1.287369475,221,3.161207266
Somerset,Peapack Gladstone,1815,23,7,3407300,600,711,36,13,2,1,0,0,0,0,1363,prez_rep,711,600,8.14380044,44.02054292,52.16434336,2.641232575,0.95377843,52,3.81511372
